CryoSleep,Destination,Age,VIP,Transported,GroupSize,HomePlanet,CabinDeck,CabinSide,AnyExpenses,EssencialBill,NonEssencialBill
False,TRAPPIST-1e,0,False,True,4,Mars,F,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,4,Mars,F,P,True,106.0,2497.0
False,TRAPPIST-1e,1,False,False,4,Mars,E,P,True,370.0,658.0
Ns/Nc,PSO J318.5-22,2,False,False,1,Mars,F,P,True,660.0,955.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,263.0,613.0
False,TRAPPIST-1e,3,False,False,2,Mars,F,S,True,756.0,401.0
True,TRAPPIST-1e,0,False,True,2,Mars,F,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,2,Europa,C,S,True,24.0,7571.0
False,55 Cancri e,1,False,True,2,Europa,C,S,True,6138.0,765.0
False,55 Cancri e,2,False,True,1,Europa,B,P,True,10200.0,158.0
False,TRAPPIST-1e,1,False,True,1,Earth,E,S,True,0.0,719.0
False,TRAPPIST-1e,2,True,False,2,Mars,E,S,True,363.0,936.0
False,TRAPPIST-1e,2,False,False,2,Mars,E,S,False,0.0,0.0
True,TRAPPIST-1e,2,False,True,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,0,False,True,3,Earth,G,S,False,0.0,0.0
Ns/Nc,TRAPPIST-1e,2,False,True,3,Earth,nan,nan,True,3011.0,98.0
True,TRAPPIST-1e,1,False,True,3,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,E,P,True,51.0,855.0
False,PSO J318.5-22,3,Ns/Nc,True,1,Earth,F,P,True,46.0,841.0
False,TRAPPIST-1e,1,False,False,1,Europa,B,P,True,402.0,9145.0
True,55 Cancri e,1,False,True,1,Europa,B,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,E,S,True,0.0,792.0
True,TRAPPIST-1e,1,False,False,2,Mars,E,S,False,0.0,0.0
False,55 Cancri e,1,False,True,2,Mars,D,S,True,3508.0,216.0
True,TRAPPIST-1e,1,False,False,1,Earth,nan,nan,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,1,Mars,E,P,False,0.0,0.0
True,55 Cancri e,0,False,True,1,Europa,nan,nan,False,0.0,0.0
False,TRAPPIST-1e,2,False,True,1,Earth,G,S,True,1755.0,67.0
False,TRAPPIST-1e,3,False,True,3,Europa,B,S,True,1775.0,759.0
True,TRAPPIST-1e,2,False,True,3,Europa,B,S,False,0.0,0.0
True,55 Cancri e,2,False,True,3,Europa,B,S,False,0.0,0.0
True,TRAPPIST-1e,1,False,True,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,3,False,True,1,Earth,G,P,True,0.0,908.0
False,TRAPPIST-1e,0,False,True,3,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,3,Earth,F,S,True,884.0,512.0
False,TRAPPIST-1e,3,False,False,3,Earth,G,S,True,100.0,412.0
False,55 Cancri e,1,Ns/Nc,False,1,Earth,F,P,True,187.0,1924.0
True,TRAPPIST-1e,3,False,True,1,Europa,B,P,False,0.0,0.0
True,55 Cancri e,1,False,True,7,Europa,C,P,False,0.0,0.0
False,55 Cancri e,2,False,False,7,Europa,C,P,True,2260.0,8581.0
False,TRAPPIST-1e,1,False,False,7,Europa,C,P,True,5225.0,1941.0
False,55 Cancri e,2,False,True,7,Europa,nan,nan,True,5214.0,179.0
True,Ns/Nc,0,False,True,7,Europa,C,P,False,0.0,0.0
True,TRAPPIST-1e,1,False,True,7,Europa,C,P,False,0.0,0.0
False,55 Cancri e,2,False,False,7,Europa,C,P,True,917.0,4105.0
False,55 Cancri e,0,False,True,5,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,0,False,False,5,Earth,G,S,False,0.0,0.0
True,TRAPPIST-1e,0,False,False,5,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,0,False,False,5,Earth,G,S,False,0.0,0.0
False,55 Cancri e,0,False,False,5,Earth,G,S,False,0.0,0.0
True,55 Cancri e,1,False,False,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,1,Mars,F,S,True,1095.0,33.0
True,TRAPPIST-1e,1,False,True,1,Earth,G,P,False,0.0,0.0
True,TRAPPIST-1e,1,False,True,3,Europa,B,P,False,0.0,0.0
True,TRAPPIST-1e,2,False,True,3,Europa,B,P,False,0.0,0.0
True,55 Cancri e,1,False,True,3,Europa,B,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,2,Earth,F,P,True,799.0,147.0
True,TRAPPIST-1e,1,False,True,2,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,2,Europa,B,S,True,2989.0,3139.0
True,TRAPPIST-1e,1,False,True,2,Europa,B,S,False,0.0,0.0
False,55 Cancri e,1,False,True,2,Europa,B,S,True,11402.0,504.0
False,55 Cancri e,1,False,False,2,Europa,B,S,True,1291.0,16826.0
False,TRAPPIST-1e,2,False,True,1,Europa,C,S,True,1847.0,797.0
False,55 Cancri e,2,False,True,1,Earth,F,P,True,1333.0,7.0
False,55 Cancri e,3,False,False,4,Europa,B,P,True,7201.0,2619.0
False,TRAPPIST-1e,2,False,False,4,Europa,B,P,True,333.0,908.0
True,TRAPPIST-1e,1,False,True,4,Europa,B,P,False,0.0,0.0
True,TRAPPIST-1e,1,False,True,4,Europa,B,P,False,0.0,0.0
False,55 Cancri e,1,False,False,1,Europa,C,P,True,4490.0,1921.0
True,TRAPPIST-1e,1,False,True,1,Mars,F,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,E,P,True,70.0,721.0
Ns/Nc,TRAPPIST-1e,2,False,False,1,Mars,F,S,True,9.0,2357.0
False,TRAPPIST-1e,1,False,False,1,Earth,E,S,True,279.0,512.0
False,PSO J318.5-22,1,False,True,1,Earth,G,S,True,604.0,96.0
True,TRAPPIST-1e,2,False,True,1,Earth,G,P,False,0.0,0.0
True,TRAPPIST-1e,2,False,True,1,Mars,F,S,False,0.0,0.0
True,TRAPPIST-1e,3,False,True,1,Europa,C,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,600.0,0.0
True,TRAPPIST-1e,0,False,True,1,Europa,B,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,957.0,4.0
True,55 Cancri e,4,False,True,3,Mars,F,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,3,Mars,E,P,True,3.0,3004.0
False,TRAPPIST-1e,1,Ns/Nc,True,3,Mars,F,P,True,1356.0,60.0
False,TRAPPIST-1e,1,False,False,1,Mars,E,P,True,0.0,679.0
False,TRAPPIST-1e,0,False,True,5,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,0,False,False,5,Earth,G,S,False,0.0,0.0
True,TRAPPIST-1e,0,False,False,5,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,3,False,True,5,Earth,F,S,True,687.0,113.0
False,TRAPPIST-1e,0,False,False,5,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,3,Earth,F,S,True,755.0,48.0
False,TRAPPIST-1e,0,False,False,3,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,0,False,False,3,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,3,False,False,1,Europa,C,P,True,4227.0,3291.0
False,TRAPPIST-1e,3,False,True,1,Earth,E,P,True,707.0,79.0
False,TRAPPIST-1e,2,False,False,1,Earth,F,S,True,0.0,1583.0
False,TRAPPIST-1e,2,False,False,1,Earth,F,P,True,670.0,787.0
True,TRAPPIST-1e,1,False,True,2,Europa,B,S,False,0.0,0.0
True,55 Cancri e,1,False,True,2,Europa,B,S,False,0.0,0.0
False,55 Cancri e,1,False,True,1,Earth,F,P,True,558.0,2.0
False,55 Cancri e,2,True,False,1,Europa,B,P,True,3822.0,1725.0
False,TRAPPIST-1e,1,Ns/Nc,True,1,Mars,nan,nan,True,1116.0,42.0
False,TRAPPIST-1e,1,False,False,1,Earth,E,P,True,752.0,235.0
False,55 Cancri e,3,True,False,1,Europa,B,S,True,5473.0,7084.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,P,True,521.0,425.0
False,TRAPPIST-1e,1,False,False,1,Earth,G,P,True,6.0,230.0
True,TRAPPIST-1e,2,False,True,2,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,2,Earth,G,P,True,510.0,398.0
True,PSO J318.5-22,3,False,False,7,Earth,G,S,False,0.0,0.0
True,TRAPPIST-1e,0,False,False,7,Earth,G,S,False,0.0,0.0
True,TRAPPIST-1e,0,False,True,7,Earth,G,S,False,0.0,0.0
True,TRAPPIST-1e,0,False,False,7,Earth,G,S,False,0.0,0.0
False,55 Cancri e,0,False,True,7,Earth,F,S,True,1055.0,89.0
True,TRAPPIST-1e,3,False,False,7,Earth,G,S,False,0.0,0.0
False,55 Cancri e,0,False,True,7,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,1,Earth,G,P,True,196.0,560.0
False,TRAPPIST-1e,3,False,True,1,Earth,F,P,True,800.0,4.0
True,55 Cancri e,2,False,True,1,Earth,G,P,False,0.0,0.0
True,TRAPPIST-1e,1,False,True,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,1,Earth,G,P,True,905.0,65.0
False,TRAPPIST-1e,0,False,False,1,Earth,F,P,True,0.0,2150.0
False,TRAPPIST-1e,1,False,False,1,Europa,E,P,True,592.0,1155.0
False,TRAPPIST-1e,0,False,False,2,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,2,Earth,E,S,True,0.0,1609.0
False,TRAPPIST-1e,4,False,False,1,Earth,G,P,True,493.0,263.0
True,55 Cancri e,1,False,True,1,Europa,C,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,1,Earth,F,P,True,1371.0,31.0
True,TRAPPIST-1e,1,False,True,2,Mars,nan,nan,False,0.0,0.0
False,TRAPPIST-1e,3,False,True,2,Mars,E,S,True,907.0,142.0
False,TRAPPIST-1e,1,False,True,1,Earth,F,P,True,863.0,35.0
False,TRAPPIST-1e,2,False,False,1,Earth,G,S,True,34.0,874.0
True,TRAPPIST-1e,2,False,False,1,Mars,E,P,False,0.0,0.0
True,TRAPPIST-1e,2,False,True,2,Europa,C,S,False,0.0,0.0
False,55 Cancri e,1,False,False,2,Europa,C,S,True,42.0,5312.0
True,PSO J318.5-22,1,False,True,1,Earth,G,P,False,0.0,0.0
False,PSO J318.5-22,1,False,True,1,Earth,F,S,True,1250.0,0.0
False,TRAPPIST-1e,2,False,True,1,Earth,F,S,True,1454.0,54.0
False,55 Cancri e,1,False,False,1,Earth,F,P,True,43.0,615.0
False,TRAPPIST-1e,1,False,True,2,Europa,C,S,True,4327.0,1187.0
True,TRAPPIST-1e,4,False,True,2,Europa,B,S,False,0.0,0.0
False,PSO J318.5-22,1,False,True,1,Earth,E,P,True,135.0,730.0
False,TRAPPIST-1e,2,False,True,1,Earth,F,S,True,185.0,917.0
False,55 Cancri e,2,False,True,1,Europa,C,P,True,4677.0,338.0
False,TRAPPIST-1e,2,False,False,2,Europa,A,P,True,4224.0,2655.0
False,TRAPPIST-1e,2,False,False,2,Europa,A,P,True,80.0,8539.0
False,TRAPPIST-1e,1,False,False,1,Earth,G,P,True,192.0,565.0
False,PSO J318.5-22,1,False,True,1,Earth,F,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,17.0,628.0
False,TRAPPIST-1e,3,False,False,2,Mars,D,S,True,431.0,751.0
False,TRAPPIST-1e,1,False,False,2,Mars,F,S,True,896.0,233.0
True,TRAPPIST-1e,3,False,True,2,Mars,F,S,False,0.0,0.0
True,TRAPPIST-1e,0,False,True,2,Mars,F,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Mars,E,S,True,1.0,1296.0
False,55 Cancri e,1,False,False,1,Europa,A,P,True,3917.0,6724.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,619.0,142.0
True,PSO J318.5-22,1,False,True,1,Earth,G,P,False,0.0,0.0
False,55 Cancri e,2,False,False,1,Europa,C,P,True,3106.0,3728.0
False,TRAPPIST-1e,1,False,False,1,Mars,F,S,True,67.0,1089.0
False,TRAPPIST-1e,3,False,False,1,Earth,E,P,True,1.0,996.0
True,PSO J318.5-22,2,False,True,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Mars,E,P,True,15.0,2067.0
True,PSO J318.5-22,1,False,False,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,0.0,759.0
False,55 Cancri e,2,False,False,1,Earth,F,P,True,591.0,213.0
True,TRAPPIST-1e,1,False,False,1,Earth,G,P,False,0.0,0.0
True,55 Cancri e,2,False,True,1,Europa,C,P,False,0.0,0.0
False,PSO J318.5-22,2,False,True,1,Earth,F,P,True,660.0,0.0
True,TRAPPIST-1e,0,False,False,1,Earth,G,S,False,0.0,0.0
True,PSO J318.5-22,1,False,False,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,G,S,True,1.0,720.0
True,Ns/Nc,2,False,True,1,Mars,F,S,False,0.0,0.0
False,55 Cancri e,2,False,False,1,Earth,F,P,True,431.0,286.0
True,TRAPPIST-1e,0,False,True,1,Mars,F,S,False,0.0,0.0
True,TRAPPIST-1e,0,False,True,3,Mars,F,P,False,0.0,0.0
True,55 Cancri e,0,False,True,3,Mars,F,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,3,Mars,F,P,True,1084.0,777.0
False,TRAPPIST-1e,1,False,False,1,Earth,G,P,True,0.0,621.0
False,TRAPPIST-1e,0,False,False,2,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,2,Earth,G,S,True,2.0,808.0
False,TRAPPIST-1e,2,False,False,1,Mars,F,P,True,63.0,1758.0
False,55 Cancri e,2,True,True,2,Europa,B,S,True,27726.0,3348.0
False,TRAPPIST-1e,2,False,True,2,Europa,B,S,True,636.0,960.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,P,True,0.0,797.0
True,TRAPPIST-1e,1,False,True,3,Europa,A,S,False,0.0,0.0
True,PSO J318.5-22,1,False,True,3,Europa,A,S,False,0.0,0.0
False,TRAPPIST-1e,1,True,False,3,Europa,A,S,False,0.0,0.0
Ns/Nc,TRAPPIST-1e,1,False,False,1,Earth,nan,nan,True,0.0,787.0
False,TRAPPIST-1e,1,False,True,1,Earth,F,S,True,675.0,5.0
False,55 Cancri e,1,False,False,1,Earth,F,S,True,300.0,394.0
False,55 Cancri e,1,False,True,1,Mars,D,S,True,4867.0,620.0
True,55 Cancri e,0,False,True,6,Earth,E,P,False,0.0,0.0
False,TRAPPIST-1e,0,False,False,6,Earth,E,P,False,0.0,0.0
False,TRAPPIST-1e,0,False,False,6,Earth,E,P,False,0.0,0.0
False,TRAPPIST-1e,0,False,True,6,Earth,E,P,False,0.0,0.0
True,TRAPPIST-1e,2,False,False,6,Earth,E,P,False,0.0,0.0
False,PSO J318.5-22,0,False,True,6,Earth,E,P,False,0.0,0.0
False,TRAPPIST-1e,2,False,True,2,Europa,B,S,True,3864.0,1524.0
False,55 Cancri e,0,False,True,2,Europa,B,S,False,0.0,0.0
True,TRAPPIST-1e,1,False,False,1,Earth,G,P,False,0.0,0.0
True,55 Cancri e,2,False,True,4,Europa,nan,nan,False,0.0,0.0
False,55 Cancri e,1,False,False,4,Europa,E,S,True,3300.0,10942.0
False,55 Cancri e,2,False,False,4,Europa,E,S,True,439.0,3204.0
True,55 Cancri e,1,False,True,4,Europa,E,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,1,Earth,F,P,True,113.0,671.0
False,TRAPPIST-1e,3,False,False,1,Europa,C,S,True,988.0,5001.0
False,Ns/Nc,0,False,True,3,Mars,F,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,3,Mars,F,P,True,339.0,948.0
False,TRAPPIST-1e,1,False,False,3,Mars,D,P,True,8.0,2569.0
True,55 Cancri e,1,False,True,1,Earth,G,P,False,0.0,0.0
True,TRAPPIST-1e,1,False,True,2,Europa,E,S,False,0.0,0.0
False,55 Cancri e,2,False,False,2,Europa,E,S,True,847.0,4753.0
False,TRAPPIST-1e,1,False,False,1,Mars,F,P,True,23.0,2575.0
True,TRAPPIST-1e,2,False,True,1,Earth,G,P,False,0.0,0.0
True,55 Cancri e,1,False,True,1,Earth,F,P,False,0.0,0.0
True,55 Cancri e,0,False,False,3,Earth,G,S,False,0.0,0.0
False,55 Cancri e,0,False,False,3,Earth,G,S,False,0.0,0.0
True,TRAPPIST-1e,2,False,True,3,Earth,G,S,False,0.0,0.0
True,TRAPPIST-1e,0,False,True,3,Earth,E,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,3,Earth,E,S,True,500.0,406.0
True,TRAPPIST-1e,2,False,True,3,Earth,E,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,2,Mars,F,S,True,0.0,2597.0
False,TRAPPIST-1e,1,False,False,2,Mars,F,S,True,260.0,1507.0
True,TRAPPIST-1e,1,False,False,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,3,False,False,2,Mars,D,S,True,193.0,863.0
False,TRAPPIST-1e,1,False,True,2,Mars,D,S,True,1136.0,128.0
True,PSO J318.5-22,1,False,True,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,E,S,True,561.0,231.0
False,PSO J318.5-22,2,False,False,1,Earth,F,P,True,486.0,255.0
True,TRAPPIST-1e,2,False,False,1,Earth,G,P,False,0.0,0.0
True,TRAPPIST-1e,1,False,True,1,Earth,G,S,False,0.0,0.0
Ns/Nc,55 Cancri e,2,False,False,1,Earth,F,S,True,14.0,1389.0
True,TRAPPIST-1e,1,False,False,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,1,Earth,G,P,True,123.0,761.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,18.0,1895.0
False,TRAPPIST-1e,4,False,True,1,Ns/Nc,F,P,True,761.0,1.0
False,TRAPPIST-1e,1,False,False,2,Europa,B,S,True,1531.0,3338.0
True,TRAPPIST-1e,2,False,True,2,Europa,B,S,False,0.0,0.0
True,55 Cancri e,1,False,True,4,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,0,False,False,4,Earth,F,S,True,128.0,2021.0
False,PSO J318.5-22,2,False,False,4,Earth,G,S,True,114.0,693.0
True,PSO J318.5-22,1,False,False,4,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,1,Mars,F,P,True,783.0,703.0
False,TRAPPIST-1e,0,False,True,4,Mars,F,S,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,4,Mars,F,S,True,340.0,2258.0
True,TRAPPIST-1e,2,False,True,4,Mars,F,S,False,0.0,0.0
False,TRAPPIST-1e,0,False,True,4,Mars,F,S,False,0.0,0.0
True,PSO J318.5-22,1,False,True,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,G,S,True,39.0,849.0
True,TRAPPIST-1e,2,False,True,1,Mars,D,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,1,Earth,E,S,True,997.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,1268.0,121.0
False,55 Cancri e,2,False,False,2,Europa,B,S,True,2381.0,3883.0
True,TRAPPIST-1e,1,False,True,2,Europa,B,S,False,0.0,0.0
True,55 Cancri e,2,False,True,1,Earth,G,P,False,0.0,0.0
True,TRAPPIST-1e,1,False,False,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,E,S,True,23.0,968.0
Ns/Nc,TRAPPIST-1e,1,False,False,1,Mars,D,P,True,466.0,591.0
False,TRAPPIST-1e,0,False,False,2,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,2,Earth,F,S,True,949.0,0.0
True,TRAPPIST-1e,2,False,False,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,2,False,True,1,Europa,C,P,True,3338.0,186.0
False,TRAPPIST-1e,1,False,False,2,Earth,G,P,True,591.0,245.0
False,TRAPPIST-1e,1,False,True,2,Earth,F,P,True,0.0,1004.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,30.0,773.0
False,55 Cancri e,2,False,False,1,Europa,C,S,True,21.0,6339.0
True,PSO J318.5-22,1,False,True,1,Earth,G,S,False,0.0,0.0
False,Ns/Nc,2,False,False,1,Earth,E,S,True,1554.0,55.0
True,TRAPPIST-1e,3,False,True,1,Europa,D,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,5,Earth,E,S,True,690.0,286.0
True,TRAPPIST-1e,0,False,False,5,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,5,Earth,F,S,True,442.0,368.0
False,TRAPPIST-1e,2,False,True,5,Earth,F,S,True,377.0,426.0
False,Ns/Nc,1,False,True,5,Earth,E,S,True,510.0,189.0
False,TRAPPIST-1e,2,False,False,1,Ns/Nc,G,P,True,3.0,705.0
True,TRAPPIST-1e,1,False,True,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,1,Mars,E,P,True,280.0,1088.0
True,55 Cancri e,2,False,True,1,Earth,G,S,False,0.0,0.0
True,PSO J318.5-22,0,False,True,1,Earth,G,P,False,0.0,0.0
True,TRAPPIST-1e,0,False,True,3,Mars,F,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,3,Mars,F,P,True,125.0,1088.0
False,Ns/Nc,2,False,False,3,Mars,F,P,True,212.0,836.0
False,TRAPPIST-1e,2,False,False,2,Mars,F,S,True,212.0,2046.0
False,TRAPPIST-1e,1,False,False,2,Mars,F,S,True,224.0,2375.0
False,TRAPPIST-1e,0,False,True,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,1,Earth,F,S,True,190.0,875.0
False,TRAPPIST-1e,1,False,True,1,Earth,G,P,True,842.0,46.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,529.0,620.0
True,55 Cancri e,0,False,True,1,Earth,G,P,False,0.0,0.0
Ns/Nc,TRAPPIST-1e,1,False,False,1,Earth,G,P,True,599.0,211.0
True,PSO J318.5-22,1,False,True,2,Earth,G,S,False,0.0,0.0
True,55 Cancri e,2,False,True,2,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,1,Earth,E,P,True,0.0,1656.0
False,TRAPPIST-1e,3,False,False,2,Europa,B,S,True,762.0,3550.0
False,TRAPPIST-1e,2,False,False,2,Europa,nan,nan,True,51.0,4183.0
False,TRAPPIST-1e,1,False,False,1,Mars,E,S,True,1013.0,36.0
False,TRAPPIST-1e,1,False,False,2,Earth,F,P,True,31.0,745.0
False,PSO J318.5-22,1,False,True,2,Earth,F,P,True,225.0,409.0
False,PSO J318.5-22,1,False,False,1,Earth,G,S,True,770.0,4.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,P,True,1463.0,122.0
False,55 Cancri e,0,False,False,1,Earth,G,S,True,0.0,832.0
True,PSO J318.5-22,1,False,False,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,4,False,False,1,Earth,F,P,True,0.0,2175.0
False,55 Cancri e,2,False,True,1,Europa,D,P,True,2011.0,62.0
True,TRAPPIST-1e,1,False,False,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,1,Europa,C,S,True,184.0,4878.0
False,TRAPPIST-1e,2,False,False,1,Mars,F,S,True,1243.0,1381.0
True,TRAPPIST-1e,1,False,False,1,Mars,E,S,False,0.0,0.0
False,TRAPPIST-1e,2,False,False,2,Mars,F,S,True,6153.0,1174.0
False,55 Cancri e,1,False,False,2,Mars,F,S,True,243.0,896.0
True,TRAPPIST-1e,1,False,True,3,Europa,B,S,False,0.0,0.0
True,TRAPPIST-1e,2,False,True,3,Europa,B,S,False,0.0,0.0
True,55 Cancri e,3,False,True,3,Europa,B,S,False,0.0,0.0
True,TRAPPIST-1e,2,False,True,5,Europa,B,P,False,0.0,0.0
False,55 Cancri e,1,False,False,5,Europa,B,P,True,2147.0,4767.0
False,TRAPPIST-1e,0,False,True,5,Europa,B,P,False,0.0,0.0
False,55 Cancri e,1,False,True,5,Europa,B,P,True,4380.0,692.0
True,TRAPPIST-1e,2,False,True,5,Europa,B,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,3,Earth,F,P,True,0.0,827.0
True,TRAPPIST-1e,0,False,True,3,Earth,G,P,False,0.0,0.0
True,TRAPPIST-1e,0,False,True,3,Earth,G,P,False,0.0,0.0
True,55 Cancri e,1,False,True,1,Europa,D,P,False,0.0,0.0
True,Ns/Nc,3,False,True,2,Mars,F,S,False,0.0,0.0
False,TRAPPIST-1e,4,False,False,2,Mars,F,S,True,1721.0,695.0
False,TRAPPIST-1e,2,False,False,1,Earth,E,S,True,328.0,460.0
False,TRAPPIST-1e,0,False,False,1,Earth,F,P,True,2116.0,369.0
False,TRAPPIST-1e,1,False,True,1,Earth,G,P,True,4.0,965.0
True,TRAPPIST-1e,3,False,False,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,3,Earth,G,P,True,589.0,133.0
False,TRAPPIST-1e,0,False,True,3,Earth,nan,nan,False,0.0,0.0
True,TRAPPIST-1e,0,False,False,3,Earth,G,P,False,0.0,0.0
False,Ns/Nc,1,False,False,1,Earth,G,P,True,46.0,659.0
False,TRAPPIST-1e,1,False,False,1,Earth,E,P,True,224.0,567.0
False,TRAPPIST-1e,2,False,False,2,Mars,F,S,True,414.0,872.0
False,TRAPPIST-1e,1,False,False,2,Mars,D,S,True,109.0,853.0
False,TRAPPIST-1e,1,False,False,1,Earth,F,S,True,1865.0,660.0
True,PSO J318.5-22,0,False,True,1,Earth,G,S,False,0.0,0.0
True,TRAPPIST-1e,1,False,True,1,Earth,G,P,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,1,Europa,C,S,True,1248.0,963.0
False,PSO J318.5-22,0,False,True,1,Earth,G,S,False,0.0,0.0
False,TRAPPIST-1e,3,False,False,1,Earth,G,P,True,0.0,755.0
True,55 Cancri e,2,False,True,2,Europa,D,S,False,0.0,0.0
False,55 Cancri e,1,False,False,2,Europa,D,S,True,138.0,5579.0
False,55 Cancri e,3,False,False,2,Europa,C,S,True,484.0,5895.0
True,TRAPPIST-1e,2,False,True,2,Europa,C,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,False,5,Europa,C,P,True,261.0,3415.0
True,TRAPPIST-1e,4,False,True,5,Europa,nan,nan,False,0.0,0.0
False,55 Cancri e,2,False,False,5,Europa,C,P,True,1646.0,1513.0
False,TRAPPIST-1e,2,False,False,5,Europa,C,P,True,774.0,6261.0
True,55 Cancri e,2,False,True,5,Europa,C,P,False,0.0,0.0
Ns/Nc,55 Cancri e,1,False,False,2,Earth,G,P,True,2870.0,3409.0
False,TRAPPIST-1e,4,False,True,2,Earth,G,P,True,801.0,8.0
False,TRAPPIST-1e,2,False,False,1,Europa,D,S,True,13576.0,4132.0
True,55 Cancri e,1,False,True,5,Europa,B,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,5,Europa,B,S,True,2509.0,714.0
True,55 Cancri e,1,False,True,5,Europa,B,S,False,0.0,0.0
False,TRAPPIST-1e,1,False,True,5,Europa,B,S,True,2652.0,514.0
False,55 Cancri e,5,False,False,5,Europa,B,S,True,3154.0,16924.0
False,TRAPPIST-1e,4,False,False,1,Earth,E,S,True,371.0,4422.0
